
1746036888.208315,-3.3089809699
1746036895.69295,-0.2883597718
1746036903.125269,3.6003384030
1746036910.27038,1.5384326615
1746036917.348069,-1.5768405397
1746036924.839139,2.2663715475
1746036931.934084,1.9866571396
1746036938.918669,2.4254503765
1746036946.232225,2.7863071788
1746036953.308349,0.7288549649
1746036960.549414,0.2965295389
1746036967.708415,1.7879037446
1746036974.757938,2.1598614997
1746036982.025781,1.0651647522
1746036989.462006,1.8280448545
1746036996.856159,0.9355179789
1746037004.16538,0.0277163140
1746037011.352921,-1.7399511167
1746037018.90857,-0.9690844045
1746037026.156443,-1.7460021239
1746037033.544837,2.7240778837
1746037040.884066,0.7251591142
1746037047.868285,-0.1477352149
1746037055.250552,0.0940559218
1746037062.499692,1.2983422964
1746037069.816227,0.6162508439
1746037077.057183,-1.7036147056
1746037084.379748,0.8541391365
1746037091.790722,3.8781679395
1746037098.901608,1.1047781679
1746037106.469886,1.99163661
1746037114.082436,0.7198437209
1746037121.41657,-0.8235738671
1746037128.681667,-1.4897311222
1746037136.625566,1.2106353289
1746037143.860395,5.5587223624
1746037151.409999,5.1136804339
1746037158.456736,5.7121814042
1746037165.720518,7.6165138347
1746037173.044893,8.7930910348
1746037180.890692,-33.8825642395
1746037188.248013,17.1779862519
1746037195.563301,18.5478693095
1746037202.913336,21.6895691528
1746037210.085785,25.2355703561
1746037217.601644,32.0717418647
1746037224.858107,32.8830507808
1746037232.191312,33.1699579038
1746037239.593245,40.3065848220
1746037246.8863,38.4742819855
1746037254.027118,42.3818682153
1746037261.442448,43.7212311998
1746037269.043191,47.5312918291
1746037276.370279,47.6585095808
1746037283.768088,51.6170260986
1746037291.426329,50.9102254048
1746037298.486936,54.5934992272
1746037305.899753,55.7297519019
1746037313.313599,56.8990757884
1746037320.55196,58.7240860176
1746037328.070409,59.0902399002
1746037335.220182,60.4768785975
1746037342.805261,64.9320355797
1746037350.066769,63.7543691606
1746037357.581151,64.2884626939
1746037364.664166,65.1194640123
1746037372.150092,67.8225604220
1746037380.004594,67.6147804598
1746037387.244852,68.1416941167
